"dataset","file","package_list"
"https://doi.org/10.7910/DVN/W8PHXM","code_04_R_Appendix.R",""
"https://doi.org/10.7910/DVN/MOAKFJ","SoT_Data_Analysis_Appendix.R",""
"https://doi.org/10.7910/DVN/MOAKFJ","SoT_Data_Analysis.R",""
"https://doi.org/10.7910/DVN/WJBFEO","Domestic Polarization and Rivalry Replication-Myrick_Wang.R",""
"https://doi.org/10.7910/DVN/DLEOQD","replication_code.R",""
"https://doi.org/10.7910/DVN/ADDPK5","appfigureA3.R",""
"https://doi.org/10.7910/DVN/ADDPK5","appfigureC1.R",""
"https://doi.org/10.7910/DVN/ADDPK5","appfigureC2.R",""
"https://doi.org/10.7910/DVN/ADDPK5","appfigureC3.R",""
"https://doi.org/10.7910/DVN/ADDPK5","apptableA2.R",""
"https://doi.org/10.7910/DVN/ADDPK5","apptableA3.R",""
"https://doi.org/10.7910/DVN/ADDPK5","apptableA4.R",""
"https://doi.org/10.7910/DVN/ADDPK5","apptableC1.R",""
"https://doi.org/10.7910/DVN/ADDPK5","apptableC2.R",""
"https://doi.org/10.7910/DVN/ADDPK5","apptablesD.R",""
"https://doi.org/10.7910/DVN/ADDPK5","figure1.R",""
"https://doi.org/10.7910/DVN/ADDPK5","figure2.R",""
"https://doi.org/10.7910/DVN/ADDPK5","figure3.R",""
"https://doi.org/10.7910/DVN/ADDPK5","figure4.R",""
"https://doi.org/10.7910/DVN/ADDPK5","functions.R",""
"https://doi.org/10.7910/DVN/ADDPK5","intext_claims.R",""
"https://doi.org/10.7910/DVN/ADDPK5","table2.R",""
"https://doi.org/10.7910/DVN/ADDPK5","working_eba_function_current.R",""
"https://doi.org/10.7910/DVN/ADDPK5","working_eba_function_dwtest.R",""
"https://doi.org/10.7910/DVN/ADDPK5","xnat_cleaning.R",""
"https://doi.org/10.7910/DVN/TVI1AR","0-init.R",""
"https://doi.org/10.7910/DVN/TVI1AR","1-build-donor-regression-dataset.R",""
"https://doi.org/10.7910/DVN/TVI1AR","2-donor-tables-and-figures.R",""
"https://doi.org/10.7910/DVN/TVI1AR","3-candidate-tables-and-figures.R","here"
"https://doi.org/10.7910/DVN/TVI1AR","4-table-A1.R",""
"https://doi.org/10.7910/DVN/XV27OQ","1_1_Main_Figure1_textbook.R",""
"https://doi.org/10.7910/DVN/XV27OQ","1_2_Main_analysis_results.R",""
"https://doi.org/10.7910/DVN/XV27OQ","2_Online_Appendix_B.R",""
"https://doi.org/10.7910/DVN/XV27OQ","3_Online_Appendix_C.R",""
"https://doi.org/10.7910/DVN/XV27OQ","4_Online_Appendix_D.R",""
"https://doi.org/10.7910/DVN/XV27OQ","5_Online_Appendix_E.R",""
"https://doi.org/10.7910/DVN/XV27OQ","6_Online_Appendix_F.R",""
"https://doi.org/10.7910/DVN/7C5RYJ","analysis_federal_transfers.R",""
"https://doi.org/10.7910/DVN/7C5RYJ","main_analysis.R",""
"https://doi.org/10.7910/DVN/7C5RYJ","map.R",""
"https://doi.org/10.7910/DVN/7C5RYJ","Org_background_MORENA_lottery_deputies.R",""
"https://doi.org/10.7910/DVN/U7JD6S","figureA10-load-oemerge-03122021.R",""
"https://doi.org/10.7910/DVN/U7JD6S","gss-panel-analysis-09302022.R","readstata13"
"https://doi.org/10.7910/DVN/U7JD6S","naas-table-a3-09302022.R",""
"https://doi.org/10.7910/DVN/U7JD6S","pew-overtime-figures-A1-09302022.R","lubridate"
"https://doi.org/10.7910/DVN/U7JD6S","replication-black-white-09212022.R","reshape2"
"https://doi.org/10.7910/DVN/U7JD6S","replication-hopkaiper-12212022.R",""
"https://doi.org/10.7910/DVN/U7JD6S","table-a9-replication-12212022.R",""
"https://doi.org/10.7910/DVN/AUHSMD","replication_R.R",""
"https://doi.org/10.7910/DVN/WRBQX1","generate_plots.R",""
"https://doi.org/10.7910/DVN/UPLZAK","PIPS_Replication_Code_12-1-2022.R",""
"https://doi.org/10.7910/DVN/SYQE2H","Analysis1.R",""
"https://doi.org/10.7910/DVN/SYQE2H","Analysis2.R",""
"https://doi.org/10.7910/DVN/SYQE2H","Analysis3.R",""
"https://doi.org/10.7910/DVN/AFYKUH","results.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","appendix_figures.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","male_democrats_analysis.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","male_democrats_analysis_substantive.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","manuscript_figures.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","race_democrats_analysis.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","race_democrats_analysis_substantive.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","veterans_democrat_analysis.R",""
"https://doi.org/10.7910/DVN/S6ZMEN","veterans_republicans_analysis.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_1.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_2.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_3.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_4_A9_A11.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_5.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_6_A12.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A10_tab_A4.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A13.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A14.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A15.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A1.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A2.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A3.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A4.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A5_A6_A7.R",""
"https://doi.org/10.7910/DVN/H2JWXV","fig_A8.R",""
"https://doi.org/10.7910/DVN/H2JWXV","function_tidy_felm.R",""
"https://doi.org/10.7910/DVN/H2JWXV","function_tidy_rd.R",""
"https://doi.org/10.7910/DVN/H2JWXV","tab_1_A5_A8_A9_A10_A11_A12_A14.R",""
"https://doi.org/10.7910/DVN/H2JWXV","tab_2_A6.R",""
"https://doi.org/10.7910/DVN/H2JWXV","tab_3_A7.R",""
"https://doi.org/10.7910/DVN/H2JWXV","tab_A13.R",""
"https://doi.org/10.7910/DVN/H2JWXV","tab_A1.R","gtsummary"
"https://doi.org/10.7910/DVN/H2JWXV","tab_A2.R","gtsummary"
"https://doi.org/10.7910/DVN/H2JWXV","tab_A3.R",""
"https://doi.org/10.7910/DVN/VINNTX","0_web_preprocessing_NOT RUN.R",""
"https://doi.org/10.7910/DVN/VINNTX","10_appendix_weights.R",""
"https://doi.org/10.7910/DVN/VINNTX","11_appendix_finance.R",""
"https://doi.org/10.7910/DVN/VINNTX","12_appendix_sensitivity.R",""
"https://doi.org/10.7910/DVN/VINNTX","1_web_data_prep.R",""
"https://doi.org/10.7910/DVN/VINNTX","2_survey_cleaning.R",""
"https://doi.org/10.7910/DVN/VINNTX","3_main_analysis.R",""
"https://doi.org/10.7910/DVN/VINNTX","4_appendix_descriptives.R",""
"https://doi.org/10.7910/DVN/VINNTX","5_appendix_experimental.R",""
"https://doi.org/10.7910/DVN/VINNTX","6_appendix_hard_news.R",""
"https://doi.org/10.7910/DVN/VINNTX","7_appendix_alternative_binning.R",""
"https://doi.org/10.7910/DVN/VINNTX","8_appendix_portals.R",""
"https://doi.org/10.7910/DVN/VINNTX","9_appendix_alt_scores.R",""
"https://doi.org/10.7910/DVN/VINNTX","bounds_frechet_function.R","gtools"
"https://doi.org/10.7910/DVN/VINNTX","helper_functions.R",""
"https://doi.org/10.7910/DVN/UNEBPY","overconfidence-tester.R",""
"https://doi.org/10.7910/DVN/UNEBPY","sluggish.R",""
"https://doi.org/10.7910/DVN/UNEBPY","standard.R",""
"https://doi.org/10.7910/DVN/UNEBPY","WilkinsReplication.R",""
"https://doi.org/10.7910/DVN/FQJ8WF","appendix.R",""
"https://doi.org/10.7910/DVN/FQJ8WF","maintext.R",""
"https://doi.org/10.7910/DVN/A9P7TV","Binomial Tests.R",""
"https://doi.org/10.7910/DVN/XGBMW9","plot_round2.R",""
"https://doi.org/10.7910/DVN/XGBMW9","run_combine_tabs.R",""
"https://doi.org/10.7910/DVN/XGBMW9","sum_net_degree.R",""
"https://doi.org/10.7910/DVN/XGBMW9","sum_net.R",""
"https://doi.org/10.7910/DVN/COS3BS","01_balance_descriptives.R",""
"https://doi.org/10.7910/DVN/COS3BS","02_modeling.R",""
"https://doi.org/10.7910/DVN/COS3BS","03_bandwidths.R",""
"https://doi.org/10.7910/DVN/COS3BS","04_placebo.R",""
"https://doi.org/10.7910/DVN/COS3BS","05_time_series.R",""
"https://doi.org/10.7910/DVN/COS3BS","06_barometer.R",""
"https://doi.org/10.7910/DVN/COS3BS","07_gtrends.R",""
"https://doi.org/10.7910/DVN/COS3BS","08_cis_trends.R",""
"https://doi.org/10.7910/DVN/COS3BS","09_trends_id.R",""
"https://doi.org/10.7910/DVN/COS3BS","10_eurobaro.R",""
"https://doi.org/10.7910/DVN/COS3BS","func.R",""
"https://doi.org/10.7910/DVN/ATSYM6","Analysis_Final.R",""
"https://doi.org/10.7910/DVN/6VJ2WK","JoP_Rcode.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixA.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixC.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixD.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixE.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixF.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixG.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixH.R",""
"https://doi.org/10.7910/DVN/KI7UFM","AppendixI.R",""
"https://doi.org/10.7910/DVN/KI7UFM","fun_analysis.R",""
"https://doi.org/10.7910/DVN/KI7UFM","paperAnalysis.R",""
"https://doi.org/10.7910/DVN/KI7UFM","Replication.R",""
"https://doi.org/10.7910/DVN/AFBRSQ","code_Appendix_A_other.R",""
"https://doi.org/10.7910/DVN/AFBRSQ","code_Appendix_B.R","xtable"
"https://doi.org/10.7910/DVN/AFBRSQ","code_Appendix_E.R",""
"https://doi.org/10.7910/DVN/AFBRSQ","code_main_result_visualization.R",""
"https://doi.org/10.7910/DVN/TXBN6G","Brannon_et_al_Replication File_Appendix Descriptive Figures.R",""
"https://doi.org/10.7910/DVN/UMBLQS","analyze-conjoint_data.R",""
"https://doi.org/10.7910/DVN/UMBLQS","Conjoint_DiD-functions.R",""
"https://doi.org/10.7910/DVN/UMBLQS","function_combine_mi_estimates.R",""
"https://doi.org/10.7910/DVN/UMBLQS","observational_fe-models.R",""
"https://doi.org/10.7910/DVN/UMBLQS","pap_analysis.R",""
"https://doi.org/10.7910/DVN/AIDUDC","CW G-estimation.R",""
"https://doi.org/10.7910/DVN/AIDUDC","CW Sensitivity.R",""
"https://doi.org/10.7910/DVN/IPXFX7","Analyses_R_figures.R",""
"https://doi.org/10.7910/DVN/IPXFX7","Text_analyses.R",""
"https://doi.org/10.7910/DVN/LP0TZR","Davis_JOP_ParochialAltruism_replication.R",""
"https://doi.org/10.7910/DVN/OILORM","1_PackagesFunctions.R",""
"https://doi.org/10.7910/DVN/OILORM","2_NinkaRegression_MainTxt&AppxA.R",""
"https://doi.org/10.7910/DVN/OILORM","3_Census_MainTxt&AppxA.R",""
"https://doi.org/10.7910/DVN/OILORM","4_Maps_MainTxt&AppxA.R",""
"https://doi.org/10.7910/DVN/OILORM","5_Fig8_sequential_g_estimation.R",""
"https://doi.org/10.7910/DVN/OILORM","6_Appendix_BthruK.R",""
"https://doi.org/10.7910/DVN/K2CGSN","20230526 replication analysis code.R",""
"https://doi.org/10.7910/DVN/VWXJCZ","init.R",""
"https://doi.org/10.7910/DVN/VWXJCZ","mturk_merge.R",""
"https://doi.org/10.7910/DVN/VWXJCZ","official_analysis.R",""
"https://doi.org/10.7910/DVN/ZA6YEN","kitagawa_shenbayh_appendix_replication.R","devtools"
"https://doi.org/10.7910/DVN/ZA6YEN","kitagawa_shenbayh_main_analysis_replication.R","devtools"
"https://doi.org/10.7910/DVN/7PCO1L","build_data.R","AER, plm, devtools, stargazer"
"https://doi.org/10.7910/DVN/7PCO1L","figure_a3_table_a9.R",""
"https://doi.org/10.7910/DVN/7PCO1L","table_a16.R","lme4, AER, plm, devtools, stargazer"
"https://doi.org/10.7910/DVN/7PCO1L","table_A2_figure_A2.R","foreign, randtests, spgs"
